date,weekday,month,scheduled_departure,hour,origin,destination,train_type,weather,construction_work,is_rush_hour,is_weekend,delay_minutes,is_delayed
2023-07-18,Tuesday,7,2023-07-18 09:31,9,Hamburg Hbf,Hannover Hbf,IC,storm,True,False,False,9.0,True
2023-07-18,Tuesday,7,2023-07-18 09:49,9,Cologne Hbf,Berlin Hbf,ICE,clear,False,False,False,1.9,False
2023-07-18,Tuesday,7,2023-07-18 16:48,16,Cologne Hbf,Bonn Hbf,RE,storm,False,False,False,5.2,True
2023-07-18,Tuesday,7,2023-07-18 17:40,17,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,True,False,0.2,False
2023-07-18,Tuesday,7,2023-07-18 18:00,18,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,False,2.0,False
2023-07-18,Tuesday,7,2023-07-18 18:37,18,Munich Hbf,Augsburg Hbf,RE,clear,True,True,False,1.3,False
2023-07-19,Wednesday,7,2023-07-19 06:19,6,Berlin Hbf,Hamburg Hbf,ICE,storm,False,False,False,14.5,True
2023-07-19,Wednesday,7,2023-07-19 07:26,7,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,True,True,False,2.6,False
2023-07-19,Wednesday,7,2023-07-19 08:50,8,Leipzig Hbf,Dresden Hbf,RE,rain,False,True,False,56.4,True
2023-07-19,Wednesday,7,2023-07-19 15:24,15,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,0.5,False
2023-07-19,Wednesday,7,2023-07-19 17:45,17,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,False,True,False,3.4,False
2023-07-19,Wednesday,7,2023-07-19 18:32,18,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,False,3.2,False
2023-07-19,Wednesday,7,2023-07-19 19:58,19,Munich Hbf,Augsburg Hbf,RE,rain,False,True,False,2.8,False
2023-07-19,Wednesday,7,2023-07-19 21:22,21,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,2.0,False
2023-07-20,Thursday,7,2023-07-20 05:19,5,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,0.9,False
2023-07-20,Thursday,7,2023-07-20 06:47,6,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,rain,True,False,False,5.2,True
2023-07-20,Thursday,7,2023-07-20 07:00,7,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,True,False,3.7,False
2023-07-20,Thursday,7,2023-07-20 07:03,7,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,True,True,False,2.2,False
2023-07-20,Thursday,7,2023-07-20 07:30,7,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,False,3.2,False
2023-07-20,Thursday,7,2023-07-20 07:37,7,Leipzig Hbf,Dresden Hbf,RE,storm,False,True,False,2.8,False
2023-07-20,Thursday,7,2023-07-20 07:56,7,Hamburg Hbf,Hannover Hbf,IC,clear,False,True,False,3.3,False
2023-07-20,Thursday,7,2023-07-20 09:24,9,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,False,0.3,False
2023-07-20,Thursday,7,2023-07-20 14:05,14,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,2.7,False
2023-07-20,Thursday,7,2023-07-20 14:14,14,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,7.4,True
2023-07-20,Thursday,7,2023-07-20 14:40,14,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,2.8,False
2023-07-20,Thursday,7,2023-07-20 16:07,16,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,7.5,True
2023-07-20,Thursday,7,2023-07-20 17:32,17,Cologne Hbf,Bonn Hbf,RE,storm,False,True,False,3.2,False
2023-07-20,Thursday,7,2023-07-20 19:20,19,Munich Hbf,Augsburg Hbf,RE,clear,False,True,False,5.0,False
2023-07-20,Thursday,7,2023-07-20 21:26,21,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,5.9,True
2023-07-21,Friday,7,2023-07-21 07:11,7,Hamburg Hbf,Hannover Hbf,IC,clear,True,True,False,61.6,True
2023-07-21,Friday,7,2023-07-21 08:08,8,Hamburg Hbf,Hannover Hbf,IC,clear,False,True,False,2.0,False
2023-07-21,Friday,7,2023-07-21 09:11,9,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,False,False,0.2,False
2023-07-21,Friday,7,2023-07-21 12:13,12,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,storm,False,False,False,2.6,False
2023-07-21,Friday,7,2023-07-21 15:46,15,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,False,False,1.0,False
2023-07-21,Friday,7,2023-07-21 16:16,16,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,False,False,6.6,True
2023-07-21,Friday,7,2023-07-21 17:28,17,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,True,False,3.1,False
2023-07-22,Saturday,7,2023-07-22 06:41,6,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,rain,False,False,True,5.8,True
2023-07-22,Saturday,7,2023-07-22 17:09,17,Cologne Hbf,Bonn Hbf,RE,clear,False,True,True,2.5,False
2023-07-22,Saturday,7,2023-07-22 19:49,19,Leipzig Hbf,Dresden Hbf,RE,storm,True,True,True,2.1,False
2023-07-22,Saturday,7,2023-07-22 22:04,22,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,True,5.7,True
2023-07-23,Sunday,7,2023-07-23 06:11,6,Munich Hbf,Augsburg Hbf,RE,clear,False,False,True,5.1,True
2023-07-23,Sunday,7,2023-07-23 06:22,6,Cologne Hbf,Bonn Hbf,RE,clear,False,False,True,0.6,False
2023-07-23,Sunday,7,2023-07-23 10:20,10,Munich Hbf,Augsburg Hbf,RE,rain,True,False,True,3.8,False
2023-07-23,Sunday,7,2023-07-23 14:16,14,Leipzig Hbf,Dresden Hbf,RE,clear,False,False,True,5.9,True
2023-07-23,Sunday,7,2023-07-23 14:55,14,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,False,True,3.9,False
2023-07-23,Sunday,7,2023-07-23 15:01,15,Munich Hbf,Frankfurt(Main) Hbf,ICE,storm,False,False,True,3.9,False
2023-07-23,Sunday,7,2023-07-23 17:27,17,Hamburg Hbf,Hannover Hbf,IC,clear,False,True,True,3.1,False
2023-07-23,Sunday,7,2023-07-23 17:56,17,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,True,1.0,False
2023-07-23,Sunday,7,2023-07-23 21:14,21,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,True,False,True,60.3,True
2023-07-23,Sunday,7,2023-07-23 22:58,22,Munich Hbf,Augsburg Hbf,RE,clear,False,False,True,3.4,False
2023-07-24,Monday,7,2023-07-24 06:11,6,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,False,False,False,3.1,False
2023-07-24,Monday,7,2023-07-24 08:41,8,Cologne Hbf,Bonn Hbf,RE,rain,True,True,False,2.5,False
2023-07-24,Monday,7,2023-07-24 09:43,9,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,False,3.4,False
2023-07-24,Monday,7,2023-07-24 10:55,10,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,1.2,False
2023-07-24,Monday,7,2023-07-24 17:03,17,Cologne Hbf,Bonn Hbf,RE,rain,False,True,False,1.1,False
2023-07-24,Monday,7,2023-07-24 18:02,18,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,True,False,3.3,False
2023-07-24,Monday,7,2023-07-24 18:41,18,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,storm,True,True,False,14.3,True
2023-07-24,Monday,7,2023-07-24 20:12,20,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,8.9,True
2023-07-24,Monday,7,2023-07-24 22:53,22,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,1.9,False
2023-07-25,Tuesday,7,2023-07-25 06:07,6,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,False,False,0.6,False
2023-07-25,Tuesday,7,2023-07-25 06:30,6,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,storm,False,False,False,1.8,False
2023-07-25,Tuesday,7,2023-07-25 07:04,7,Cologne Hbf,Bonn Hbf,RE,clear,True,True,False,2.0,False
2023-07-25,Tuesday,7,2023-07-25 07:38,7,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,True,False,1.9,False
2023-07-25,Tuesday,7,2023-07-25 08:50,8,Leipzig Hbf,Dresden Hbf,RE,storm,True,True,False,7.9,True
2023-07-25,Tuesday,7,2023-07-25 09:22,9,Munich Hbf,Augsburg Hbf,RE,rain,True,False,False,5.2,True
2023-07-25,Tuesday,7,2023-07-25 10:01,10,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,True,False,False,1.9,False
2023-07-25,Tuesday,7,2023-07-25 16:32,16,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,3.8,False
2023-07-25,Tuesday,7,2023-07-25 16:52,16,Cologne Hbf,Bonn Hbf,RE,rain,False,False,False,2.6,False
2023-07-26,Wednesday,7,2023-07-26 13:11,13,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,4.3,False
2023-07-26,Wednesday,7,2023-07-26 13:12,13,Leipzig Hbf,Dresden Hbf,RE,storm,True,False,False,5.6,True
2023-07-26,Wednesday,7,2023-07-26 13:59,13,Cologne Hbf,Berlin Hbf,ICE,storm,False,False,False,8.7,True
2023-07-26,Wednesday,7,2023-07-26 14:03,14,Leipzig Hbf,Dresden Hbf,RE,clear,False,False,False,2.1,False
2023-07-26,Wednesday,7,2023-07-26 16:03,16,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,6.2,True
2023-07-27,Thursday,7,2023-07-27 08:01,8,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,False,3.4,False
2023-07-27,Thursday,7,2023-07-27 09:17,9,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,True,False,False,2.2,False
2023-07-27,Thursday,7,2023-07-27 10:42,10,Berlin Hbf,Hamburg Hbf,ICE,clear,True,False,False,9.1,True
2023-07-27,Thursday,7,2023-07-27 10:46,10,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,False,False,False,0.9,False
2023-07-27,Thursday,7,2023-07-27 12:19,12,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,3.2,False
2023-07-27,Thursday,7,2023-07-27 14:02,14,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,False,4.9,False
2023-07-27,Thursday,7,2023-07-27 14:59,14,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,False,False,6.1,True
2023-07-27,Thursday,7,2023-07-27 15:39,15,Cologne Hbf,Berlin Hbf,ICE,clear,False,False,False,5.4,True
2023-07-27,Thursday,7,2023-07-27 16:38,16,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,False,0.9,False
2023-07-27,Thursday,7,2023-07-27 16:52,16,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,3.1,False
2023-07-28,Friday,7,2023-07-28 05:08,5,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,False,6.4,True
2023-07-28,Friday,7,2023-07-28 05:56,5,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,True,False,False,6.8,True
2023-07-28,Friday,7,2023-07-28 06:44,6,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,0.8,False
2023-07-28,Friday,7,2023-07-28 07:15,7,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,True,False,1.2,False
2023-07-28,Friday,7,2023-07-28 07:33,7,Cologne Hbf,Bonn Hbf,RE,clear,False,True,False,4.0,False
2023-07-28,Friday,7,2023-07-28 08:59,8,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,True,False,1.7,False
2023-07-28,Friday,7,2023-07-28 11:22,11,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,0.3,False
2023-07-28,Friday,7,2023-07-28 14:25,14,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,False,1.3,False
2023-07-28,Friday,7,2023-07-28 14:49,14,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,True,False,False,2.5,False
2023-07-28,Friday,7,2023-07-28 15:17,15,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,False,False,False,1.7,False
2023-07-28,Friday,7,2023-07-28 15:51,15,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,1.5,False
2023-07-28,Friday,7,2023-07-28 16:11,16,Cologne Hbf,Bonn Hbf,RE,clear,False,False,False,37.7,True
2023-07-28,Friday,7,2023-07-28 16:47,16,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,True,False,False,0.8,False
2023-07-28,Friday,7,2023-07-28 18:26,18,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,True,False,4.0,False
2023-07-28,Friday,7,2023-07-28 18:32,18,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,True,False,4.5,False
2023-07-29,Saturday,7,2023-07-29 10:46,10,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,False,False,True,3.7,False
2023-07-29,Saturday,7,2023-07-29 10:50,10,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,True,False,True,24.1,True
2023-07-29,Saturday,7,2023-07-29 11:08,11,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,False,False,True,0.7,False
2023-07-29,Saturday,7,2023-07-29 13:22,13,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,True,False,True,1.8,False
2023-07-29,Saturday,7,2023-07-29 13:25,13,Munich Hbf,Augsburg Hbf,RE,clear,False,False,True,2.1,False
2023-07-29,Saturday,7,2023-07-29 14:27,14,Munich Hbf,Augsburg Hbf,RE,clear,False,False,True,2.8,False
2023-07-29,Saturday,7,2023-07-29 15:04,15,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,False,True,4.7,False
2023-07-29,Saturday,7,2023-07-29 15:59,15,Munich Hbf,Augsburg Hbf,RE,rain,False,False,True,1.9,False
2023-07-29,Saturday,7,2023-07-29 16:01,16,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,False,True,1.5,False
2023-07-29,Saturday,7,2023-07-29 16:29,16,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,storm,False,False,True,3.7,False
2023-07-29,Saturday,7,2023-07-29 17:59,17,Munich Hbf,Augsburg Hbf,RE,clear,False,True,True,2.5,False
2023-07-29,Saturday,7,2023-07-29 18:18,18,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,True,True,True,2.8,False
2023-07-29,Saturday,7,2023-07-29 20:22,20,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,storm,False,False,True,4.6,False
2023-07-30,Sunday,7,2023-07-30 05:58,5,Leipzig Hbf,Dresden Hbf,RE,storm,False,False,True,2.3,False
2023-07-30,Sunday,7,2023-07-30 08:16,8,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,True,1.6,False
2023-07-30,Sunday,7,2023-07-30 09:18,9,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,True,False,True,3.9,False
2023-07-30,Sunday,7,2023-07-30 09:33,9,Berlin Hbf,Hamburg Hbf,ICE,storm,False,False,True,38.4,True
2023-07-30,Sunday,7,2023-07-30 12:18,12,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,True,0.9,False
2023-07-30,Sunday,7,2023-07-30 19:15,19,Cologne Hbf,Berlin Hbf,ICE,clear,False,True,True,2.8,False
2023-07-30,Sunday,7,2023-07-30 21:24,21,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,True,2.2,False
2023-07-31,Monday,7,2023-07-31 05:31,5,Hamburg Hbf,Hannover Hbf,IC,rain,False,False,False,3.1,False
2023-07-31,Monday,7,2023-07-31 07:29,7,Munich Hbf,Augsburg Hbf,RE,clear,True,True,False,5.3,True
2023-07-31,Monday,7,2023-07-31 07:34,7,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,True,False,0.2,False
2023-07-31,Monday,7,2023-07-31 07:41,7,Leipzig Hbf,Dresden Hbf,RE,storm,True,True,False,4.6,False
2023-07-31,Monday,7,2023-07-31 08:35,8,Munich Hbf,Augsburg Hbf,RE,clear,False,True,False,3.2,False
2023-07-31,Monday,7,2023-07-31 16:02,16,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,3.3,False
2023-07-31,Monday,7,2023-07-31 17:16,17,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,False,3.5,False
2023-07-31,Monday,7,2023-07-31 17:17,17,Hamburg Hbf,Hannover Hbf,IC,rain,True,True,False,4.3,False
2023-07-31,Monday,7,2023-07-31 17:24,17,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,True,False,1.4,False
2023-07-31,Monday,7,2023-07-31 18:25,18,Cologne Hbf,Berlin Hbf,ICE,clear,False,True,False,5.1,True
2023-07-31,Monday,7,2023-07-31 20:06,20,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,False,1.9,False
2023-07-31,Monday,7,2023-07-31 22:28,22,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,11.6,True
2023-08-01,Tuesday,8,2023-08-01 06:38,6,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,2.6,False
2023-08-01,Tuesday,8,2023-08-01 07:20,7,Cologne Hbf,Bonn Hbf,RE,clear,False,True,False,2.2,False
2023-08-01,Tuesday,8,2023-08-01 11:16,11,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,False,False,False,3.9,False
2023-08-01,Tuesday,8,2023-08-01 14:46,14,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,6.6,True
2023-08-01,Tuesday,8,2023-08-01 16:34,16,Munich Hbf,Augsburg Hbf,RE,rain,True,False,False,3.9,False
2023-08-01,Tuesday,8,2023-08-01 17:10,17,Berlin Hbf,Hamburg Hbf,ICE,clear,False,True,False,3.5,False
2023-08-01,Tuesday,8,2023-08-01 17:29,17,Leipzig Hbf,Dresden Hbf,RE,rain,False,True,False,2.5,False
2023-08-01,Tuesday,8,2023-08-01 18:05,18,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,False,1.7,False
2023-08-01,Tuesday,8,2023-08-01 21:07,21,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,5.8,True
2023-08-02,Wednesday,8,2023-08-02 07:56,7,Berlin Hbf,Hamburg Hbf,ICE,clear,False,True,False,4.1,False
2023-08-02,Wednesday,8,2023-08-02 08:45,8,Cologne Hbf,Berlin Hbf,ICE,rain,False,True,False,16.4,True
2023-08-02,Wednesday,8,2023-08-02 13:07,13,Leipzig Hbf,Dresden Hbf,RE,storm,True,False,False,2.9,False
2023-08-02,Wednesday,8,2023-08-02 14:51,14,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,0.2,False
2023-08-02,Wednesday,8,2023-08-02 15:09,15,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,False,2.2,False
2023-08-02,Wednesday,8,2023-08-02 15:57,15,Berlin Hbf,Hamburg Hbf,ICE,rain,False,False,False,4.2,False
2023-08-02,Wednesday,8,2023-08-02 16:30,16,Munich Hbf,Augsburg Hbf,RE,rain,False,False,False,1.3,False
2023-08-02,Wednesday,8,2023-08-02 17:39,17,Berlin Hbf,Hamburg Hbf,ICE,clear,False,True,False,2.8,False
2023-08-02,Wednesday,8,2023-08-02 20:37,20,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,7.8,True
2023-08-03,Thursday,8,2023-08-03 06:01,6,Berlin Hbf,Hamburg Hbf,ICE,storm,True,False,False,12.6,True
2023-08-03,Thursday,8,2023-08-03 07:10,7,Cologne Hbf,Bonn Hbf,RE,clear,False,True,False,0.8,False
2023-08-03,Thursday,8,2023-08-03 07:15,7,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,True,True,False,3.0,False
2023-08-03,Thursday,8,2023-08-03 07:46,7,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,False,4.7,False
2023-08-03,Thursday,8,2023-08-03 08:05,8,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,True,True,False,1.7,False
2023-08-03,Thursday,8,2023-08-03 08:14,8,Berlin Hbf,Hamburg Hbf,ICE,clear,False,True,False,4.5,False
2023-08-03,Thursday,8,2023-08-03 08:48,8,Munich Hbf,Augsburg Hbf,RE,clear,False,True,False,3.1,False
2023-08-03,Thursday,8,2023-08-03 09:48,9,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,True,False,False,0.9,False
2023-08-03,Thursday,8,2023-08-03 11:09,11,Cologne Hbf,Bonn Hbf,RE,clear,False,False,False,2.1,False
2023-08-03,Thursday,8,2023-08-03 13:06,13,Cologne Hbf,Berlin Hbf,ICE,clear,True,False,False,7.3,True
2023-08-03,Thursday,8,2023-08-03 16:36,16,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,3.3,False
2023-08-03,Thursday,8,2023-08-03 16:40,16,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,3.2,False
2023-08-03,Thursday,8,2023-08-03 17:47,17,Cologne Hbf,Bonn Hbf,RE,clear,False,True,False,2.2,False
2023-08-03,Thursday,8,2023-08-03 18:17,18,Munich Hbf,Augsburg Hbf,RE,clear,False,True,False,3.0,False
2023-08-03,Thursday,8,2023-08-03 19:18,19,Berlin Hbf,Hamburg Hbf,ICE,clear,False,True,False,6.1,True
2023-08-04,Friday,8,2023-08-04 05:46,5,Hamburg Hbf,Hannover Hbf,IC,clear,True,False,False,2.7,False
2023-08-04,Friday,8,2023-08-04 06:20,6,Hamburg Hbf,Hannover Hbf,IC,clear,True,False,False,6.2,True
2023-08-04,Friday,8,2023-08-04 06:29,6,Berlin Hbf,Hamburg Hbf,ICE,clear,True,False,False,2.7,False
2023-08-04,Friday,8,2023-08-04 08:57,8,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,True,False,3.6,False
2023-08-04,Friday,8,2023-08-04 09:06,9,Cologne Hbf,Berlin Hbf,ICE,rain,False,False,False,15.3,True
2023-08-04,Friday,8,2023-08-04 09:37,9,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,clear,False,False,False,0.4,False
2023-08-04,Friday,8,2023-08-04 10:37,10,Leipzig Hbf,Dresden Hbf,RE,clear,True,False,False,3.3,False
2023-08-04,Friday,8,2023-08-04 14:22,14,Cologne Hbf,Berlin Hbf,ICE,clear,False,False,False,3.6,False
2023-08-04,Friday,8,2023-08-04 16:20,16,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,False,False,0.2,False
2023-08-04,Friday,8,2023-08-04 16:38,16,Leipzig Hbf,Dresden Hbf,RE,clear,True,False,False,2.7,False
2023-08-04,Friday,8,2023-08-04 16:47,16,Munich Hbf,Augsburg Hbf,RE,clear,False,False,False,40.9,True
2023-08-04,Friday,8,2023-08-04 16:55,16,Munich Hbf,Frankfurt(Main) Hbf,ICE,rain,False,False,False,4.5,False
2023-08-04,Friday,8,2023-08-04 17:28,17,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,True,False,1.0,False
2023-08-04,Friday,8,2023-08-04 17:42,17,Cologne Hbf,Bonn Hbf,RE,storm,False,True,False,8.3,True
2023-08-04,Friday,8,2023-08-04 17:53,17,Munich Hbf,Augsburg Hbf,RE,clear,False,True,False,3.2,False
2023-08-04,Friday,8,2023-08-04 18:35,18,Cologne Hbf,Bonn Hbf,RE,clear,False,True,False,1.5,False
2023-08-04,Friday,8,2023-08-04 20:10,20,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,False,1.8,False
2023-08-04,Friday,8,2023-08-04 20:35,20,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,True,False,False,9.3,True
2023-08-05,Saturday,8,2023-08-05 08:35,8,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,True,1.6,False
2023-08-05,Saturday,8,2023-08-05 09:33,9,Cologne Hbf,Bonn Hbf,RE,clear,False,False,True,0.2,False
2023-08-05,Saturday,8,2023-08-05 10:57,10,Berlin Hbf,Hamburg Hbf,ICE,clear,True,False,True,4.0,False
2023-08-05,Saturday,8,2023-08-05 11:17,11,Hamburg Hbf,Hannover Hbf,IC,storm,True,False,True,6.7,True
2023-08-05,Saturday,8,2023-08-05 11:44,11,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,True,0.7,False
2023-08-05,Saturday,8,2023-08-05 12:51,12,Berlin Hbf,Potsdam Hbf,S-Bahn,rain,False,False,True,1.1,False
2023-08-05,Saturday,8,2023-08-05 12:52,12,Berlin Hbf,Hamburg Hbf,ICE,storm,False,False,True,5.8,True
2023-08-05,Saturday,8,2023-08-05 15:42,15,Leipzig Hbf,Dresden Hbf,RE,clear,False,False,True,6.5,True
2023-08-05,Saturday,8,2023-08-05 15:47,15,Cologne Hbf,Berlin Hbf,ICE,clear,False,False,True,3.5,False
2023-08-05,Saturday,8,2023-08-05 16:00,16,Frankfurt(Main) Hbf,Mainz Hbf,S-Bahn,rain,False,False,True,1.9,False
2023-08-05,Saturday,8,2023-08-05 16:22,16,Berlin Hbf,Hamburg Hbf,ICE,clear,False,False,True,2.8,False
2023-08-05,Saturday,8,2023-08-05 22:50,22,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,True,0.4,False
2023-08-06,Sunday,8,2023-08-06 09:23,9,Berlin Hbf,Potsdam Hbf,S-Bahn,storm,True,False,True,0.2,False
2023-08-06,Sunday,8,2023-08-06 10:21,10,Cologne Hbf,Bonn Hbf,RE,clear,True,False,True,2.6,False
2023-08-06,Sunday,8,2023-08-06 10:56,10,Cologne Hbf,Bonn Hbf,RE,clear,False,False,True,2.9,False
2023-08-06,Sunday,8,2023-08-06 12:36,12,Munich Hbf,Augsburg Hbf,RE,clear,False,False,True,0.3,False
2023-08-06,Sunday,8,2023-08-06 15:11,15,Hamburg Hbf,Hannover Hbf,IC,clear,False,False,True,2.2,False
2023-08-06,Sunday,8,2023-08-06 15:38,15,Cologne Hbf,Bonn Hbf,RE,clear,False,False,True,2.7,False
2023-08-06,Sunday,8,2023-08-06 17:01,17,Leipzig Hbf,Dresden Hbf,RE,clear,False,True,True,0.1,False
2023-08-06,Sunday,8,2023-08-06 17:19,17,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,True,True,True,11.5,True
2023-08-06,Sunday,8,2023-08-06 17:36,17,Berlin Hbf,Hamburg Hbf,ICE,clear,False,True,True,3.1,False
2023-08-06,Sunday,8,2023-08-06 17:48,17,Leipzig Hbf,Dresden Hbf,RE,rain,False,True,True,2.5,False
2023-08-06,Sunday,8,2023-08-06 17:51,17,Cologne Hbf,Bonn Hbf,RE,clear,True,True,True,1.9,False
2023-08-06,Sunday,8,2023-08-06 18:24,18,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,storm,True,True,True,13.9,True
2023-08-06,Sunday,8,2023-08-06 21:09,21,Berlin Hbf,Potsdam Hbf,S-Bahn,clear,False,False,True,0.5,False
2023-08-07,Monday,8,2023-08-07 05:41,5,Frankfurt(Main) Hbf,Stuttgart Hbf,IC,clear,False,False,False,1.9,False
2023-08-07,Monday,8,2023-08-07 06:38,6,Munich Hbf,Frankfurt(Main) Hbf,ICE,clear,False,False,False,5.3,True
2023-08-07,Monday,8,2023-08-07 07:29,7,Cologne Hbf,Berlin Hbf,ICE,clear,True,True,False,7.4,True
2023-08-07,Monday,8,2023-08-07 12:33,12,Leipzig Hbf,Dresden Hbf,RE,storm,True,False,False,0.9,False
